action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0161,PRO024,prioritize,21,20.8,Proposed
ACT0162,PRO028,prioritize,8,6.9,In Review
ACT0163,PRO010,escalate,31,2.6,In Review
ACT0164,PRO011,document,22,13.4,Ready
ACT0165,PRO026,automate,4,18.2,In Review
ACT0166,PRO001,validate,20,13.3,In Review
ACT0167,PRO018,validate,19,10.6,In Review
ACT0168,PRO014,automate,7,12.7,Proposed
ACT0169,PRO033,document,31,14.3,Ready
ACT0170,PRO018,escalate,40,5.1,Ready
ACT0171,PRO027,validate,15,4.0,Complete
ACT0172,PRO035,prioritize,24,8.5,Complete
ACT0173,PRO004,prioritize,6,20.9,Complete
ACT0174,PRO017,document,17,22.1,Proposed
ACT0175,PRO001,validate,16,20.9,Complete
ACT0176,PRO001,document,3,11.1,Proposed
ACT0177,PRO021,prioritize,31,9.0,Complete
ACT0178,PRO031,automate,8,23.1,Complete
ACT0179,PRO005,validate,22,7.9,Proposed
ACT0180,PRO003,document,4,11.1,Complete
ACT0181,PRO030,document,27,21.8,Ready
ACT0182,PRO005,document,9,5.3,In Review
ACT0183,PRO024,monitor,25,9.4,Complete
ACT0184,PRO028,validate,19,18.7,Complete
ACT0185,PRO032,automate,25,16.2,Ready
ACT0186,PRO036,document,24,21.4,Proposed
ACT0187,PRO020,prioritize,41,21.9,Ready
ACT0188,PRO015,escalate,31,9.8,Complete
ACT0189,PRO010,document,35,22.5,Ready
ACT0190,PRO026,automate,17,9.0,Complete
ACT0191,PRO012,prioritize,38,7.2,Proposed
ACT0192,PRO013,prioritize,32,22.5,In Review
ACT0193,PRO021,validate,25,8.5,Proposed
ACT0194,PRO018,automate,42,8.4,Ready
ACT0195,PRO023,document,17,14.7,Ready
ACT0196,PRO035,validate,27,18.9,Complete
ACT0197,PRO013,document,30,5.0,Proposed
ACT0198,PRO004,prioritize,31,10.2,Complete
ACT0199,PRO008,validate,44,15.0,Complete
ACT0200,PRO014,document,4,8.2,Proposed
ACT0201,PRO006,automate,44,21.2,Proposed
ACT0202,PRO020,monitor,33,22.3,Complete
ACT0203,PRO034,automate,12,21.7,Ready
ACT0204,PRO006,automate,42,12.3,In Review
ACT0205,PRO017,prioritize,9,11.1,Proposed
ACT0206,PRO031,document,28,4.9,In Review
ACT0207,PRO010,automate,33,5.2,Ready
ACT0208,PRO015,prioritize,16,8.0,Complete
ACT0209,PRO005,prioritize,38,23.5,Proposed
ACT0210,PRO035,automate,40,7.7,In Review
ACT0211,PRO009,monitor,6,10.0,Proposed
ACT0212,PRO028,automate,18,8.2,Proposed
ACT0213,PRO023,automate,3,15.2,Proposed
ACT0214,PRO014,document,23,16.5,In Review
ACT0215,PRO030,validate,33,12.9,Ready
ACT0216,PRO008,automate,32,12.0,Ready
ACT0217,PRO029,escalate,21,22.8,In Review
ACT0218,PRO008,automate,28,8.9,Proposed
ACT0219,PRO022,prioritize,6,9.3,Ready
ACT0220,PRO014,prioritize,29,16.7,In Review
